sector,buyer_tier,macro_scenario,amount_try,term_days,sme_age_months,sme_prior_invoices,sme_ontime_ratio,buyer_repeat_count,buyer_avg_days_late,true_default_prob,defaulted,days_late
textile,mid_market,currency_shock,8989.13,69,6,2,0.861,0,9.3,0.1291,0,0
automotive,enterprise,high_inflation,361827.77,78,31,18,0.543,3,15.4,0.0442,0,0
electronics,small_business,stable,54008.9,65,6,2,0.889,1,7.4,0.1158,1,36
textile,small_business,currency_shock,94051.31,80,73,41,0.748,1,6.0,0.261,0,1
textile,small_business,currency_shock,6787.09,88,124,43,0.924,4,1.8,0.2218,0,0
food_beverage,enterprise,high_inflation,388639.5,40,67,46,0.908,3,14.9,0.0259,0,0
services,small_business,stable,13840.92,43,90,44,0.939,6,0.9,0.0596,0,0
electronics,enterprise,stable,35050.11,37,13,11,0.869,3,2.7,0.0189,0,19
textile,enterprise,stable,27575.89,110,7,4,0.902,3,1.0,0.0285,0,0
textile,enterprise,high_inflation,70567.81,97,227,60,0.764,3,2.7,0.0422,0,3
textile,mid_market,high_inflation,107171.48,95,28,10,0.804,3,7.7,0.111,0,38
automotive,micro,high_inflation,16029.72,95,97,46,0.967,5,6.5,0.2253,0,0
construction,mid_market,stable,38938.84,139,30,15,0.84,2,1.2,0.1344,1,17
automotive,mid_market,stable,10836.23,73,82,38,0.91,5,2.1,0.0439,0,0
construction,mid_market,high_inflation,10106.82,113,16,9,0.764,2,2.8,0.185,0,0
construction,small_business,stable,115459.46,102,17,6,0.647,3,5.5,0.2862,0,0
electronics,enterprise,stable,71926.4,56,6,5,0.794,6,0.4,0.0201,0,6
textile,mid_market,stable,5440.4,81,122,53,0.654,2,6.7,0.077,0,0
construction,enterprise,high_inflation,77162.25,106,44,14,0.682,3,1.4,0.0763,0,0
construction,small_business,stable,44343.66,141,36,20,0.857,3,6.4,0.3127,0,0
food_beverage,small_business,high_inflation,126637.77,73,15,7,0.869,2,4.3,0.1113,0,0
food_beverage,small_business,high_inflation,28845.33,63,48,15,0.66,0,6.6,0.1235,0,9
food_beverage,small_business,high_inflation,55671.62,29,53,21,0.782,2,14.0,0.1175,0,0
electronics,small_business,stable,139304.28,55,21,16,0.724,5,2.7,0.1033,0,0
logistics,mid_market,high_inflation,10259.08,48,24,10,0.909,4,21.4,0.1301,0,0
retail,mid_market,high_inflation,27945.53,41,10,5,0.788,1,2.0,0.0548,0,0
textile,mid_market,stable,37132.07,105,130,38,0.874,3,4.2,0.0728,0,0
services,micro,high_inflation,22287.8,60,12,6,0.783,3,8.4,0.1819,0,0
services,small_business,stable,34932.33,15,9,6,0.62,1,6.8,0.0686,0,6
food_beverage,small_business,stable,40697.64,15,38,22,0.938,0,14.5,0.0727,0,0
textile,small_business,currency_shock,372441.43,59,85,42,0.84,3,5.3,0.2228,0,0
construction,micro,currency_shock,140797.49,112,340,50,0.769,3,2.3,0.6984,1,40
services,mid_market,high_inflation,36042.81,22,6,4,0.767,2,10.8,0.0525,0,0
agriculture,small_business,high_inflation,16935.0,84,11,5,0.955,1,4.3,0.2481,0,0
electronics,micro,high_inflation,74750.36,58,24,8,0.63,2,0.6,0.2139,0,0
food_beverage,small_business,high_inflation,65185.39,15,33,22,0.861,5,1.5,0.0745,0,0
services,small_business,currency_shock,157019.92,23,18,17,0.904,3,2.6,0.1024,0,9
automotive,enterprise,stable,18934.05,106,10,7,0.596,1,1.0,0.0238,0,0
services,mid_market,stable,23233.48,15,17,11,0.879,3,12.9,0.036,0,0
textile,enterprise,currency_shock,194238.16,74,38,17,0.909,3,2.4,0.0458,0,1
construction,enterprise,stable,25747.78,110,6,3,0.66,2,15.4,0.0807,0,0
logistics,mid_market,currency_shock,19978.25,53,47,23,0.791,6,1.1,0.1092,0,0
food_beverage,small_business,currency_shock,103668.19,64,52,27,0.891,3,2.1,0.1272,1,105
construction,small_business,high_inflation,21489.18,122,69,28,0.964,2,0.3,0.3253,1,27
retail,small_business,high_inflation,41738.66,73,6,6,0.835,3,8.4,0.1517,0,14
construction,mid_market,stable,59733.67,129,56,22,0.749,2,6.2,0.1562,0,0
retail,small_business,currency_shock,40671.45,17,13,6,0.808,2,9.4,0.1493,0,0
agriculture,mid_market,currency_shock,33941.61,96,40,16,0.891,1,4.1,0.1717,0,0
agriculture,small_business,currency_shock,60665.53,78,120,57,0.917,3,2.6,0.3,1,27
retail,small_business,stable,227642.87,15,56,16,0.74,3,9.6,0.0845,0,19
retail,mid_market,high_inflation,18610.1,21,6,2,0.931,4,4.5,0.0493,0,0
electronics,mid_market,stable,80695.11,66,43,20,0.922,6,6.3,0.0556,0,0
food_beverage,enterprise,stable,17379.54,86,6,4,0.917,2,0.0,0.0155,0,0
automotive,mid_market,stable,31950.58,80,40,15,0.914,3,12.4,0.0597,0,0
construction,small_business,stable,248027.69,119,26,13,0.778,2,2.5,0.2667,0,3
automotive,small_business,stable,29510.19,53,6,8,0.89,4,1.7,0.0793,0,0
services,small_business,high_inflation,350026.29,27,6,2,0.849,5,1.1,0.0798,0,0
logistics,small_business,high_inflation,7128.37,15,97,48,0.746,2,3.0,0.1476,0,0
agriculture,small_business,currency_shock,36140.31,112,6,3,0.891,3,0.7,0.3302,1,65
textile,small_business,stable,18441.09,78,27,15,0.535,8,1.6,0.137,0,0
services,enterprise,stable,13083.31,15,41,14,0.878,3,6.5,0.0131,0,0
food_beverage,small_business,currency_shock,85339.68,48,153,54,0.989,0,4.9,0.122,0,0
agriculture,mid_market,high_inflation,421891.15,71,7,3,0.867,5,23.4,0.189,0,0
services,micro,stable,64912.59,19,95,51,0.728,3,1.1,0.0855,0,0
textile,small_business,high_inflation,40984.95,81,10,5,0.98,6,19.2,0.2521,0,0
textile,enterprise,high_inflation,12350.71,112,27,9,0.733,2,0.6,0.0426,0,0
food_beverage,enterprise,high_inflation,50821.86,56,20,3,0.653,3,0.4,0.0212,0,0
food_beverage,mid_market,stable,133148.92,52,6,2,0.9,0,14.2,0.0456,0,0
electronics,enterprise,high_inflation,124809.51,45,84,41,0.952,5,10.3,0.0329,0,21
food_beverage,mid_market,stable,22131.91,101,9,4,0.77,3,4.9,0.0476,0,1
textile,mid_market,high_inflation,87716.53,108,22,10,0.886,3,2.6,0.0976,0,0
food_beverage,small_business,high_inflation,2353417.29,78,59,30,0.895,4,12.4,0.2088,0,9
agriculture,micro,high_inflation,46667.25,110,37,19,0.926,5,3.6,0.4117,0,0
textile,small_business,high_inflation,29137.24,80,121,57,0.847,4,2.5,0.1756,0,0
automotive,small_business,currency_shock,65077.22,82,34,21,0.899,1,5.5,0.1828,0,8
textile,small_business,currency_shock,55667.1,93,19,11,0.895,3,8.7,0.2796,1,34
textile,small_business,stable,135127.8,114,26,13,0.954,4,8.0,0.162,0,0
textile,mid_market,stable,28494.0,87,111,41,0.717,4,7.9,0.0798,0,5
agriculture,mid_market,high_inflation,26933.33,86,15,8,0.961,6,0.5,0.1108,1,12
textile,mid_market,high_inflation,64376.8,82,27,14,0.93,5,10.0,0.1052,0,0
electronics,small_business,currency_shock,137446.12,60,19,13,0.794,3,43.7,0.417,0,2
retail,mid_market,stable,67021.35,51,15,7,0.728,3,8.9,0.0515,0,0
food_beverage,small_business,currency_shock,136863.7,43,42,22,0.849,4,10.6,0.1468,0,0
construction,small_business,stable,57974.81,116,21,8,0.858,2,2.4,0.2541,0,0
logistics,small_business,high_inflation,31830.27,34,49,28,0.979,2,2.7,0.1487,1,57
logistics,small_business,currency_shock,130472.31,52,9,4,0.768,0,12.8,0.3021,1,19
construction,small_business,stable,39651.39,116,22,12,0.697,5,0.5,0.2551,0,0
food_beverage,micro,stable,23232.49,61,6,6,0.798,3,0.9,0.1044,0,14
electronics,small_business,stable,16824.55,54,6,4,0.824,1,18.2,0.145,1,66
construction,micro,high_inflation,14714.44,97,27,11,0.744,0,2.7,0.5224,0,0
textile,enterprise,stable,12295.5,89,65,38,0.801,8,32.0,0.0545,1,43
electronics,small_business,high_inflation,773355.01,45,30,16,0.859,1,0.1,0.1788,0,0
construction,small_business,stable,96718.43,118,48,37,0.95,4,4.2,0.2595,0,27
electronics,small_business,high_inflation,21406.93,74,7,4,0.867,3,8.6,0.1764,0,0
food_beverage,mid_market,high_inflation,99771.0,59,19,4,0.943,2,0.1,0.0441,0,0
construction,micro,stable,19002.05,101,6,3,0.804,2,9.2,0.4442,0,22
automotive,enterprise,currency_shock,21046.05,24,56,25,0.536,0,5.2,0.0332,0,3
logistics,small_business,high_inflation,67026.85,50,75,34,0.951,2,1.9,0.1601,0,0
food_beverage,mid_market,stable,45976.09,33,126,42,0.734,0,3.5,0.0333,0,4
logistics,small_business,stable,34977.19,18,81,36,0.717,1,4.5,0.1138,0,0
construction,enterprise,stable,19808.87,135,87,53,0.922,4,10.0,0.0703,0,0
retail,enterprise,high_inflation,114561.27,16,75,35,0.604,2,3.0,0.0224,0,0
logistics,small_business,stable,92136.67,44,6,2,0.94,4,4.6,0.1209,0,0
services,mid_market,currency_shock,5000.0,15,7,5,0.888,2,3.1,0.0498,0,0
construction,small_business,stable,5000.0,118,14,11,0.527,1,6.6,0.3294,1,40
food_beverage,mid_market,stable,6141.23,67,24,13,0.798,1,18.9,0.0567,0,0
construction,micro,currency_shock,186315.89,122,23,12,0.732,2,1.2,0.7119,0,0
logistics,small_business,stable,115634.62,109,27,10,0.874,3,12.2,0.2053,0,0
automotive,mid_market,high_inflation,190381.77,95,34,17,0.835,4,2.1,0.07,0,0
agriculture,enterprise,stable,93547.78,71,45,25,0.849,3,3.7,0.0368,0,0
agriculture,mid_market,stable,41126.6,104,196,55,0.827,2,1.6,0.094,0,0
retail,mid_market,high_inflation,40575.31,23,33,27,0.951,3,4.7,0.0499,0,0
agriculture,mid_market,stable,12726.17,76,13,4,0.89,3,5.4,0.0907,0,0
construction,mid_market,stable,27396.93,93,68,36,0.892,3,6.1,0.1269,0,0
electronics,mid_market,high_inflation,473335.85,64,57,39,0.966,4,11.5,0.0865,0,4
agriculture,small_business,high_inflation,13973.76,98,74,42,0.74,4,5.2,0.2965,0,0
construction,mid_market,stable,102978.75,83,82,39,0.926,3,6.1,0.1198,0,0
construction,mid_market,currency_shock,5932.76,103,21,9,0.939,2,0.7,0.1986,0,0
textile,small_business,high_inflation,10179.99,106,6,1,0.895,4,8.0,0.2251,0,22
logistics,mid_market,stable,50714.07,43,136,60,0.831,3,4.5,0.0627,0,0
electronics,small_business,high_inflation,74907.09,32,38,20,0.449,1,5.9,0.1552,0,0
construction,enterprise,currency_shock,196919.39,92,62,29,0.791,7,9.5,0.1113,1,31
food_beverage,enterprise,stable,144663.1,71,46,27,0.769,5,4.6,0.0177,0,0
retail,enterprise,high_inflation,17163.92,42,51,17,0.82,2,4.5,0.0251,0,0
retail,micro,stable,5000.0,15,37,17,0.912,3,4.4,0.1024,0,0
automotive,small_business,stable,59832.68,77,22,9,0.858,2,2.0,0.0909,0,0
logistics,enterprise,currency_shock,184369.06,46,6,2,0.94,1,0.0,0.0409,0,0
retail,mid_market,stable,5000.0,39,10,5,0.7,3,1.4,0.0393,0,15
logistics,small_business,high_inflation,70681.34,43,6,5,0.759,1,2.2,0.1692,1,19
logistics,mid_market,stable,12699.21,42,27,18,0.702,4,9.9,0.0761,0,0
construction,mid_market,stable,26445.72,115,216,43,0.654,1,21.0,0.2162,0,3
construction,mid_market,currency_shock,34784.28,133,31,16,0.936,4,1.6,0.2295,0,0
retail,mid_market,stable,26391.22,32,109,48,0.718,6,0.8,0.0368,0,0
construction,small_business,stable,34459.5,118,21,12,0.689,1,1.6,0.2671,0,0
textile,micro,stable,86909.68,109,43,14,0.884,5,11.7,0.2691,0,0
retail,mid_market,stable,13759.54,44,30,8,0.662,5,13.3,0.0566,0,2
logistics,mid_market,stable,93780.04,64,140,58,0.64,4,2.1,0.0705,0,0
electronics,enterprise,stable,167947.15,81,36,14,0.901,1,11.1,0.0292,0,0
construction,enterprise,high_inflation,8198.28,116,71,28,0.546,5,8.4,0.1023,0,1
textile,mid_market,stable,63433.51,81,14,11,0.788,7,12.9,0.0854,0,0
textile,small_business,high_inflation,181120.79,97,194,41,0.57,4,1.1,0.2025,0,0
electronics,small_business,high_inflation,155872.68,64,19,11,0.905,1,1.0,0.1329,0,5
agriculture,small_business,stable,324463.99,77,35,21,0.822,3,1.8,0.1683,1,27
automotive,micro,stable,110056.37,49,18,12,0.743,1,1.9,0.1243,0,9
textile,enterprise,stable,47294.97,90,84,43,0.706,3,17.7,0.0438,0,0
construction,small_business,high_inflation,38382.34,104,24,15,0.905,0,20.8,0.5209,0,0
food_beverage,mid_market,currency_shock,79196.57,76,21,8,0.849,6,2.7,0.0698,0,0
construction,small_business,currency_shock,629179.41,115,105,53,0.876,2,5.8,0.7487,1,57
retail,mid_market,high_inflation,36103.69,36,21,10,0.94,1,6.1,0.0563,0,0
services,mid_market,currency_shock,40771.22,15,51,27,0.512,1,5.9,0.0628,0,0
food_beverage,micro,stable,58140.6,62,51,22,0.708,0,1.3,0.1104,0,0
services,mid_market,high_inflation,307787.54,27,33,16,0.503,2,4.6,0.0508,0,0
construction,mid_market,high_inflation,30274.34,158,6,4,0.708,3,5.9,0.244,0,0
construction,mid_market,stable,5000.0,90,112,41,0.909,3,5.2,0.1213,0,0
logistics,mid_market,stable,128927.76,26,34,21,0.831,3,3.5,0.0553,0,0
retail,mid_market,stable,32972.12,16,86,39,0.847,4,1.6,0.0325,0,0
construction,small_business,high_inflation,62839.67,109,8,2,0.777,0,1.9,0.3516,1,10
textile,small_business,high_inflation,43028.27,72,52,26,0.879,3,0.2,0.1552,0,0
construction,enterprise,currency_shock,88410.11,116,18,10,0.861,6,4.3,0.1036,0,0
construction,enterprise,stable,13675.65,114,62,29,0.879,5,3.8,0.0559,0,0
food_beverage,mid_market,stable,12990.85,31,6,4,0.494,3,0.8,0.0333,0,0
logistics,mid_market,stable,24294.54,50,122,45,0.859,5,2.3,0.0603,0,0
automotive,mid_market,currency_shock,8500.68,54,87,37,0.978,5,7.5,0.0816,1,48
food_beverage,small_business,stable,25107.36,71,15,10,0.877,3,0.6,0.0701,0,1
services,mid_market,stable,31583.71,15,30,14,0.934,5,7.1,0.0304,0,9
services,mid_market,currency_shock,5000.0,15,11,6,0.856,4,9.4,0.0601,0,0
textile,enterprise,stable,44227.19,110,54,29,0.922,6,5.8,0.0326,0,0
textile,mid_market,stable,62635.28,63,36,18,0.691,2,17.8,0.0909,0,0
textile,mid_market,high_inflation,100974.81,83,25,15,0.586,5,15.1,0.1373,0,0
agriculture,small_business,stable,319105.87,129,52,30,0.641,1,20.1,0.3539,0,3
food_beverage,mid_market,stable,25766.03,83,43,21,0.76,2,4.1,0.0433,0,3
services,micro,stable,66453.58,28,27,18,0.824,5,11.6,0.1162,0,0
food_beverage,micro,stable,81319.3,88,124,55,0.633,1,15.6,0.1869,0,0
electronics,small_business,stable,57075.04,41,25,12,0.745,2,7.4,0.1085,0,0
electronics,small_business,high_inflation,5412.34,48,8,9,0.909,1,7.9,0.1492,1,53
construction,small_business,stable,73969.16,132,13,5,0.83,0,6.3,0.3056,0,12
automotive,small_business,high_inflation,38437.59,112,29,12,0.803,3,4.6,0.1639,0,0
agriculture,mid_market,high_inflation,8793.81,102,36,16,0.709,6,0.1,0.1302,0,6
food_beverage,mid_market,currency_shock,80588.88,59,6,1,0.906,5,5.9,0.0689,0,0
agriculture,small_business,stable,70397.43,82,47,30,0.556,4,1.5,0.1896,0,0
logistics,mid_market,stable,37422.22,33,19,9,0.794,1,3.3,0.0583,0,0
electronics,micro,high_inflation,15033.71,58,42,12,0.772,2,8.7,0.2552,1,18
retail,small_business,high_inflation,102618.98,15,24,14,0.74,4,2.2,0.0961,0,0
automotive,small_business,high_inflation,405492.98,72,86,45,0.905,4,0.6,0.1168,0,2
textile,enterprise,stable,816125.79,78,82,28,0.972,0,4.3,0.0267,0,0
services,mid_market,currency_shock,209140.22,17,82,25,0.691,2,4.6,0.0573,0,0
logistics,enterprise,currency_shock,211489.95,61,97,52,0.697,1,3.4,0.0544,0,2
retail,mid_market,currency_shock,150298.26,20,51,22,0.877,7,4.0,0.0636,0,0
food_beverage,mid_market,stable,76767.05,60,15,10,0.949,3,3.6,0.0353,0,3
construction,small_business,currency_shock,12592.45,112,67,28,0.93,3,5.6,0.4789,1,72
services,mid_market,stable,16364.55,35,9,8,0.957,2,5.3,0.0323,0,0
logistics,small_business,stable,68302.92,44,23,12,0.571,9,0.5,0.1239,0,0
retail,small_business,stable,115668.71,19,41,18,0.957,2,1.0,0.0619,0,4
construction,mid_market,stable,108949.05,94,13,5,0.914,5,9.3,0.1374,0,0
construction,mid_market,stable,71423.27,106,21,11,0.839,4,11.6,0.158,0,8
textile,mid_market,stable,71549.18,92,129,57,0.778,4,10.9,0.0857,0,0
textile,small_business,currency_shock,9062.25,105,84,41,0.894,4,1.6,0.2399,0,6
electronics,small_business,stable,33473.7,54,9,3,0.892,5,6.5,0.1068,0,0
textile,mid_market,high_inflation,35176.72,88,133,54,0.802,1,6.4,0.104,0,0
food_beverage,mid_market,stable,11458.09,55,42,21,0.927,2,16.2,0.0477,0,0
logistics,mid_market,stable,18986.13,79,6,3,0.917,5,8.6,0.0811,0,30
agriculture,enterprise,stable,31859.3,46,8,3,0.87,1,0.7,0.0293,0,0
food_beverage,small_business,high_inflation,48055.67,27,12,6,0.949,3,7.8,0.0927,1,17
automotive,small_business,currency_shock,187447.46,115,9,4,0.702,1,0.8,0.1978,0,0
construction,mid_market,currency_shock,14059.93,99,30,13,0.808,4,2.7,0.2199,1,17
services,mid_market,currency_shock,25963.54,53,21,12,0.82,2,15.4,0.0876,0,0
food_beverage,mid_market,stable,149522.16,80,14,9,0.76,4,1.9,0.0399,0,7
electronics,small_business,high_inflation,78005.92,35,61,37,0.901,1,8.2,0.1406,0,0
logistics,mid_market,stable,61321.14,27,15,10,0.534,0,10.7,0.076,0,0
automotive,enterprise,currency_shock,30553.17,69,80,43,0.744,4,8.0,0.0422,0,0
services,micro,stable,59698.72,49,6,3,0.744,2,5.4,0.115,1,88
agriculture,micro,stable,17408.28,95,26,13,0.867,3,2.4,0.2738,0,0
services,mid_market,high_inflation,44499.23,23,6,4,0.658,3,0.9,0.0418,0,0
services,enterprise,high_inflation,40965.36,15,38,18,0.88,2,1.0,0.0156,0,0
electronics,enterprise,high_inflation,165945.76,57,79,41,0.837,4,5.4,0.0323,0,0
electronics,small_business,currency_shock,26432.64,83,31,17,0.951,5,2.4,0.1912,1,15
services,small_business,currency_shock,8652.38,39,14,6,0.643,2,8.7,0.1489,1,63
electronics,small_business,high_inflation,8276.79,52,101,60,0.793,6,0.9,0.1305,0,0
services,small_business,currency_shock,13729.67,50,31,14,0.987,4,2.0,0.1132,1,69
agriculture,small_business,stable,58060.78,51,100,42,0.864,2,1.3,0.1436,0,1
construction,small_business,high_inflation,55253.99,160,268,54,0.689,4,8.5,0.5305,1,37
construction,small_business,high_inflation,6569.19,140,14,3,0.738,5,1.2,0.3939,1,79
construction,mid_market,high_inflation,10574.76,104,58,29,0.819,5,5.2,0.1873,0,0
automotive,enterprise,currency_shock,93731.85,90,6,5,0.674,8,3.1,0.0415,0,0
services,enterprise,stable,18071.95,15,6,3,0.694,4,2.8,0.0127,0,3
electronics,small_business,stable,19560.01,88,130,60,0.942,3,4.6,0.1164,0,18
automotive,micro,stable,54747.76,87,11,7,0.824,3,0.7,0.1391,1,44
logistics,small_business,stable,45446.7,15,32,11,0.972,6,4.0,0.0986,0,9
food_beverage,mid_market,stable,32153.79,70,49,29,0.945,5,0.5,0.0337,0,0
automotive,small_business,stable,127443.57,71,79,38,0.912,5,0.1,0.0812,0,0
services,micro,currency_shock,68981.18,39,6,2,0.774,3,4.7,0.19,0,0
automotive,small_business,high_inflation,84081.87,95,15,10,0.813,3,21.8,0.2277,1,20
automotive,enterprise,stable,28563.91,115,59,34,0.518,6,0.9,0.0254,0,6
logistics,mid_market,stable,207708.33,64,42,19,0.843,2,0.2,0.061,0,0
construction,mid_market,stable,37125.46,113,25,12,0.72,4,15.5,0.1866,1,83
services,small_business,stable,31881.05,40,6,5,0.673,3,3.5,0.0711,0,0
automotive,small_business,stable,45618.87,87,31,14,0.676,1,4.3,0.1102,0,8
automotive,small_business,high_inflation,422433.34,37,181,52,0.762,2,2.9,0.1111,0,0
automotive,mid_market,currency_shock,111597.59,69,6,2,0.942,0,4.4,0.0817,0,3
services,mid_market,currency_shock,19515.21,15,6,2,0.79,1,0.7,0.0482,0,0
agriculture,mid_market,stable,174359.62,122,6,5,0.635,3,5.9,0.1239,1,174
food_beverage,mid_market,high_inflation,45896.74,53,25,11,0.701,2,5.7,0.0562,0,1
construction,mid_market,stable,78840.13,146,69,34,0.751,3,5.0,0.1603,0,22
automotive,mid_market,high_inflation,21738.13,61,8,4,0.884,2,5.3,0.0644,0,0
electronics,mid_market,stable,69763.67,66,44,24,0.872,4,5.8,0.0561,0,0
automotive,mid_market,currency_shock,23257.72,59,94,57,0.907,4,4.1,0.0785,0,1
retail,small_business,high_inflation,86057.02,35,51,31,0.917,3,2.1,0.1007,0,0
food_beverage,small_business,currency_shock,24913.69,45,21,11,0.861,1,1.5,0.1145,0,10
electronics,mid_market,stable,11224.68,40,6,5,0.854,1,0.5,0.0421,0,0
food_beverage,small_business,high_inflation,55055.34,74,94,45,0.716,2,5.2,0.1222,0,0
food_beverage,mid_market,stable,6939.68,74,18,6,0.889,2,4.4,0.0397,0,0
food_beverage,small_business,currency_shock,46604.54,53,49,18,0.776,6,10.8,0.1603,0,0
electronics,small_business,stable,10669.83,118,86,42,0.979,3,4.8,0.1302,0,0
food_beverage,small_business,high_inflation,8596.34,53,6,4,0.713,3,4.5,0.1083,0,0
textile,small_business,stable,8320.84,86,6,3,0.866,1,0.8,0.1213,0,1
retail,small_business,stable,45991.75,35,36,14,0.85,2,1.8,0.0732,0,0
logistics,enterprise,stable,62770.7,22,41,17,0.79,3,7.8,0.0266,0,0
food_beverage,mid_market,stable,19842.21,75,23,10,0.628,5,1.5,0.0407,0,0
construction,micro,currency_shock,143173.53,157,9,4,0.665,1,8.7,0.85,1,17
textile,mid_market,high_inflation,102084.05,69,45,28,0.774,3,0.3,0.0803,0,0
construction,small_business,stable,27908.66,136,70,38,0.757,4,0.7,0.2704,0,0
logistics,mid_market,stable,15043.95,15,125,57,0.915,1,1.8,0.0473,0,2
construction,small_business,high_inflation,51748.41,136,6,3,0.939,0,1.3,0.3578,0,0
services,small_business,stable,35822.74,39,83,46,0.816,1,1.6,0.0628,0,0
textile,small_business,stable,40808.55,75,6,5,0.459,2,8.0,0.1671,0,0
construction,mid_market,high_inflation,42444.37,162,55,30,0.612,3,3.4,0.239,1,22
textile,micro,stable,38119.56,101,67,39,0.894,4,1.3,0.1948,0,14
agriculture,enterprise,currency_shock,195815.95,60,9,7,0.876,3,5.2,0.0647,0,0
construction,micro,high_inflation,66285.16,106,74,28,0.813,3,4.2,0.5505,1,71
agriculture,small_business,currency_shock,108040.48,113,10,0,0.797,3,2.8,0.3689,0,8
electronics,micro,stable,22535.76,76,6,2,0.779,5,2.7,0.1677,0,0
retail,small_business,stable,883543.63,15,17,8,0.825,4,5.8,0.1108,0,0
